Account,date,long_count,short_count,long_short_ratio,bias
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,7,2,3.5,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,0,4,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,21,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,0,10,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,0,12,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,2,2,1.0,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,20,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,0,7,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,0,21,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,0,22,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,0,9,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,12,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,0,5,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,5,3,1.667,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,2,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,65,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,13,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,35,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-03,13,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,12,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,15,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-09,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,0,4,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-13,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-14,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-16,2,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-18,0,2,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-20,4,3,1.333,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-23,0,7,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-24,0,2,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-25,0,4,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-26,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-27,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-28,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-30,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-02,2,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-20,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-22,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-23,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-25,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-26,0,1,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-27,0,10,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-30,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-01,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-02,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-03,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,8,4,2.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,6,11,0.545,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,0,21,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-08,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-09,11,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,16,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,0,7,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,1,2,0.5,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-13,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-15,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-16,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-17,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-18,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-19,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-20,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-21,11,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-22,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-23,15,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-25,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,0,1,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-28,0,9,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-29,0,37,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-31,2,3,0.667,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-01,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-02,2,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-03,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-04,13,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-05,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-06,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,18,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-09,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,2,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,11,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,62,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-13,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-14,27,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-15,30,16,1.875,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-16,3,2,1.5,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-17,17,1,17.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-18,19,1,19.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-19,5,10,0.5,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-20,6,11,0.545,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-21,4,1,4.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-22,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-23,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-24,28,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-25,20,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-26,22,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-27,3,4,0.75,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-28,3,3,1.0,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-29,0,6,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-30,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-01,2,9,0.222,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-02,11,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-03,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-04,9,1,9.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-05,0,17,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-06,29,9,3.222,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-08,0,7,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-09,7,3,2.333,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-10,20,4,5.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-11,1,21,0.048,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-12,0,31,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-13,15,7,2.143,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-14,9,4,2.25,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-15,2,14,0.143,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-16,0,27,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-17,0,12,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-18,22,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-19,47,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-20,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-21,22,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-22,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-23,16,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-24,3,8,0.375,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-25,0,3,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-26,12,1,12.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-27,18,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-28,0,3,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-29,3,7,0.429,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-30,13,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-31,45,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-01,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-02,11,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-03,19,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-04,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-05,15,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-06,18,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-07,39,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-08,16,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-10,102,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-11,49,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-12,30,11,2.727,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-13,43,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-14,25,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-15,26,5,5.2,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-16,43,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-17,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-18,25,1,25.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-19,40,16,2.5,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-20,120,5,24.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-21,28,24,1.167,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-22,21,15,1.4,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-23,52,8,6.5,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-24,12,14,0.857,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-25,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-27,15,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-30,36,1,36.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-31,32,6,5.333,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-01,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,30,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-05,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-06,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-07,8,10,0.8,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-08,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-09,0,2,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-10,28,27,1.037,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-11,21,13,1.615,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-12,12,27,0.444,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-13,12,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-14,5,28,0.179,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-15,5,3,1.667,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-16,8,6,1.333,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-17,21,16,1.312,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-18,22,8,2.75,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19,28,7,4.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-20,16,34,0.471,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-21,22,46,0.478,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-22,39,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-23,16,2,8.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-24,12,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-25,51,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-02,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-03,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-04,21,10,2.1,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-05,3,31,0.097,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-06,19,4,4.75,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-07,3,1,3.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-08,17,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-09,11,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-10,61,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-11,11,1,11.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-12,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-13,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-14,0,15,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-15,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-16,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-17,1,2,0.5,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-18,40,3,13.333,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-19,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-20,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-21,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-23,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-24,0,14,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-25,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-26,3,1,3.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-27,24,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-28,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-29,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-31,18,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-01,12,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-02,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-03,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-04,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-06,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-07,45,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-08,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-09,21,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-10,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-13,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-14,23,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-16,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-17,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-18,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-19,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-20,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-24,0,4,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-25,0,16,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-30,3,10,0.3,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-01,3,1,3.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-17,35,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-19,45,45,1.0,Balanced
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-27,77,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-01,13,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-03,49,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-05,34,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-07,0,22,0.0,Short Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-08,132,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-09,0,35,0.0,Short Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-10,27,64,0.422,Short Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-11,65,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-12,326,597,0.546,Balanced
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-13,199,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-14,140,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-15,94,204,0.461,Short Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-16,426,80,5.325,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-17,5,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-18,90,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-19,363,45,8.067,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-20,160,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-21,300,121,2.479,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-22,233,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-23,37,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-24,279,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-25,0,201,0.0,Short Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-26,314,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-28,257,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-29,518,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-30,481,0,10.0,Long Biased
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-05-01,93,0,10.0,Long Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-01,0,10,0.0,Short Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-02,0,19,0.0,Short Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-03,0,1,0.0,Short Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-04,0,20,0.0,Short Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-05,0,4,0.0,Short Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-06,1,0,10.0,Long Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-07,2,16,0.125,Short Biased
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-08,0,20,0.0,Short Biased
